City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
250,Prabumulih,-3.45,104.25,72.23,97,82,2.95,ID,broken clouds,2021-08-01 22:01:37
251,Natal,-5.795,-35.2094,79.45,69,40,10.36,BR,scattered clouds,2021-08-01 22:01:38
252,Bhadrak,21.0633,86.5054,81.39,78,98,7.45,IN,overcast clouds,2021-08-01 22:01:38
253,Caravelas,-17.7125,-39.2481,68.99,65,95,8.9,BR,overcast clouds,2021-08-01 22:01:38
254,Sapele,5.8941,5.6767,75.9,86,95,3.62,NG,overcast clouds,2021-08-01 22:01:39
255,Rudnaya Pristan,44.3614,135.8116,69.8,86,100,8.84,RU,overcast clouds,2021-08-01 22:01:39
256,Kupang,-10.1667,123.5833,75.78,88,20,9.22,ID,few clouds,2021-08-01 22:01:08
257,Gao,16.6362,1.637,92.19,41,57,9.6,ML,broken clouds,2021-08-01 22:01:40
258,Saint George,37.1041,-113.5841,97.95,28,1,1.99,US,clear sky,2021-08-01 21:54:40
259,Naze,28.3667,129.4833,79.72,86,89,12.93,JP,overcast clouds,2021-08-01 22:01:40
260,Sarkand,45.41,79.9186,65.8,23,0,7.36,KZ,clear sky,2021-08-01 22:01:40
261,Voi,-3.3945,38.563,66.11,82,53,9.89,KE,broken clouds,2021-08-01 22:01:41
262,Tilichiki,60.4667,166.1,52.84,65,100,7.67,RU,overcast clouds,2021-08-01 22:01:41
263,Fare,-16.7,-151.0167,77.05,68,48,12.93,PF,scattered clouds,2021-08-01 22:01:41
264,Girvan,55.2426,-4.8555,55.4,86,4,4.76,GB,clear sky,2021-08-01 22:01:42
265,Grindavik,63.8424,-22.4338,53.56,93,90,5.75,IS,overcast clouds,2021-08-01 22:01:42
266,Kyra,49.5776,111.9753,53.2,87,27,1.66,RU,scattered clouds,2021-08-01 22:01:43
267,Vila Velha,-20.3297,-40.2925,71.96,64,10,7.18,BR,clear sky,2021-08-01 22:01:43
268,Xiaoweizhai,26.1903,107.5125,70.54,91,11,2.82,CN,few clouds,2021-08-01 22:01:43
269,Hamilton,39.1834,-84.5333,81.75,66,27,4.0,US,scattered clouds,2021-08-01 22:01:44
270,Nantucket,41.2835,-70.0995,73.62,76,100,10.31,US,overcast clouds,2021-08-01 22:01:44
271,Villa Maria,-32.4075,-63.2402,50.83,54,0,6.33,AR,clear sky,2021-08-01 22:00:24
272,Taltal,-25.4,-70.4833,61.47,71,22,2.53,CL,few clouds,2021-08-01 22:01:13
273,Celestun,20.8667,-90.4,83.46,77,69,14.34,MX,broken clouds,2021-08-01 22:01:44
274,Geraldton,-28.7667,114.6,45.01,93,40,10.36,AU,scattered clouds,2021-08-01 21:58:32
275,Tiksi,71.6872,128.8694,47.37,71,20,4.52,RU,few clouds,2021-08-01 22:01:27
276,Lugoba,-6.45,38.3333,66.0,86,15,2.48,TZ,few clouds,2021-08-01 22:01:45
277,Namibe,-15.1961,12.1522,69.28,82,65,1.63,AO,broken clouds,2021-08-01 21:56:53
278,Kargasok,59.0556,80.8572,49.96,88,48,4.92,RU,scattered clouds,2021-08-01 22:01:46
279,Tortoli,39.9256,9.6572,74.98,67,76,3.58,IT,broken clouds,2021-08-01 22:01:46
280,Joensuu,62.6012,29.7632,62.28,81,0,5.75,FI,clear sky,2021-08-01 22:01:47
281,Brigg,53.552,-0.4921,59.77,87,52,0.0,GB,broken clouds,2021-08-01 22:01:47
282,Paranapanema,-23.3886,-48.7228,55.87,80,91,7.45,BR,overcast clouds,2021-08-01 22:01:47
283,Pacific Grove,36.6177,-121.9166,84.81,75,32,7.0,US,scattered clouds,2021-08-01 21:57:15
284,Tromso,69.6496,18.957,47.37,76,75,4.0,NO,broken clouds,2021-08-01 22:01:48
285,Balkanabat,39.5108,54.3671,88.09,13,52,4.68,TM,broken clouds,2021-08-01 21:59:20
286,Marawi,7.9986,124.2928,69.66,93,100,4.52,PH,overcast clouds,2021-08-01 22:01:48
287,Gilbues,-9.8317,-45.3439,77.05,36,55,5.82,BR,broken clouds,2021-08-01 22:01:48
288,Yulara,-25.2406,130.9889,48.04,53,0,8.05,AU,clear sky,2021-08-01 21:59:55
289,Yazd,31.8972,54.3675,83.57,15,24,3.2,IR,few clouds,2021-08-01 22:01:49
290,Lixourion,38.2019,20.4314,83.03,47,0,2.35,GR,clear sky,2021-08-01 22:01:50
291,Talnakh,69.4865,88.3972,55.44,89,100,4.59,RU,overcast clouds,2021-08-01 22:01:50
292,Tra Vinh,9.9347,106.3453,78.15,88,54,9.35,VN,broken clouds,2021-08-01 22:01:50
293,Leshukonskoye,64.8989,45.7622,52.48,96,15,2.51,RU,few clouds,2021-08-01 22:01:51
294,Sao Joao Da Barra,-21.6403,-41.0511,64.49,66,92,8.23,BR,overcast clouds,2021-08-01 21:58:34
295,Aloleng,16.1307,119.7824,82.13,84,100,20.76,PH,light rain,2021-08-01 22:01:51
296,Bengkulu,-3.8004,102.2655,73.87,89,97,4.21,ID,overcast clouds,2021-08-01 22:01:52
297,Eyl,7.9803,49.8164,82.26,63,49,29.8,SO,scattered clouds,2021-08-01 21:58:02
298,Konosha,60.9736,40.257,56.7,98,77,7.2,RU,broken clouds,2021-08-01 22:01:52
299,Yerbogachen,61.2767,108.0108,59.52,65,100,5.19,RU,overcast clouds,2021-08-01 22:00:53
300,San Quintin,30.4833,-115.95,78.31,58,3,15.68,MX,clear sky,2021-08-01 22:01:53
301,Taoudenni,22.6783,-3.9836,100.22,24,97,16.96,ML,overcast clouds,2021-08-01 22:01:53
302,Nabire,-3.3667,135.4833,75.56,92,87,3.22,ID,overcast clouds,2021-08-01 21:58:40
303,Lashma,54.9321,41.1438,66.45,65,34,4.05,RU,scattered clouds,2021-08-01 22:01:53
304,Chimoio,-19.1164,33.4833,55.96,72,0,2.04,MZ,clear sky,2021-08-01 22:01:54
305,Makakilo City,21.3469,-158.0858,82.69,53,3,22.73,US,clear sky,2021-08-01 21:59:06
306,Ahipara,-35.1667,173.1667,57.09,77,66,10.8,NZ,broken clouds,2021-08-01 22:01:54
307,Yarensk,62.1675,49.0916,55.13,94,69,4.63,RU,broken clouds,2021-08-01 22:01:55
308,Beisfjord,68.3751,17.5988,48.25,92,96,3.38,NO,overcast clouds,2021-08-01 22:01:55
309,Kyenjojo,0.6328,30.6214,60.42,68,100,2.15,UG,overcast clouds,2021-08-01 22:01:55
310,Vung Tau,10.346,107.0843,80.29,84,98,16.08,VN,overcast clouds,2021-08-01 22:01:56
311,Outlook,51.5001,-107.0513,93.31,15,86,4.21,CA,overcast clouds,2021-08-01 22:01:56
312,Moree,-29.4667,149.85,57.29,75,5,2.98,AU,clear sky,2021-08-01 22:01:56
313,Huntsville,34.7304,-86.5861,86.13,73,20,4.0,US,few clouds,2021-08-01 22:01:57
314,Rocha,-34.4833,-54.3333,46.08,93,2,4.25,UY,clear sky,2021-08-01 22:00:54
315,Vestmannaeyjar,63.4427,-20.2734,54.12,91,94,8.34,IS,overcast clouds,2021-08-01 22:01:57
316,Vidim,56.4088,103.1106,57.2,92,98,3.96,RU,overcast clouds,2021-08-01 22:01:58
317,Swan Hill,-35.3378,143.5544,42.6,76,0,7.9,AU,clear sky,2021-08-01 22:01:58
318,Saint-Francois,46.4154,3.9054,60.24,81,0,2.3,FR,clear sky,2021-08-01 22:01:59
319,Shalakusha,62.2247,40.2539,56.26,99,100,4.43,RU,overcast clouds,2021-08-01 22:01:59
320,Uberaba,-19.7483,-47.9319,68.22,46,4,4.81,BR,clear sky,2021-08-01 22:01:59
321,Lensk,60.7253,114.9278,62.24,60,100,4.83,RU,overcast clouds,2021-08-01 22:02:00
322,Mahuva,21.0914,71.7622,80.76,83,100,15.5,IN,overcast clouds,2021-08-01 22:02:00
323,Gazanjyk,39.2446,55.5154,84.18,13,56,5.26,TM,broken clouds,2021-08-01 22:02:00
324,Kemijarvi,66.7131,27.4306,54.23,97,100,3.09,FI,light rain,2021-08-01 22:02:01
325,Ingham,42.6,-84.3833,71.31,84,90,3.44,US,overcast clouds,2021-08-01 21:57:34
326,Berbera,10.4396,45.0143,91.35,37,31,23.29,SO,scattered clouds,2021-08-01 22:02:01
327,Beckley,37.7782,-81.1882,78.69,57,29,1.99,US,scattered clouds,2021-08-01 22:02:02
328,Sechura,-5.5569,-80.8222,73.29,60,6,19.53,PE,clear sky,2021-08-01 22:02:02
329,Inhambane,-23.865,35.3833,64.02,77,0,6.11,MZ,clear sky,2021-08-01 21:57:51
330,Iztapa,13.9333,-90.7075,87.03,68,57,7.09,GT,light rain,2021-08-01 22:02:02
331,Hobyo,5.3505,48.5268,77.4,80,6,22.7,SO,clear sky,2021-08-01 22:02:03
332,Olinda,-8.0089,-34.8553,75.2,78,1,17.67,BR,clear sky,2021-08-01 22:02:03
333,Mangan,27.5167,88.5333,76.89,93,100,0.72,IN,overcast clouds,2021-08-01 21:59:35
334,Yishui,35.7847,118.6281,72.21,91,39,5.35,CN,light rain,2021-08-01 22:02:04
335,Casablanca,33.5928,-7.6192,69.33,68,3,18.01,MA,clear sky,2021-08-01 22:02:04
336,Itarema,-2.9248,-39.9167,78.58,77,80,13.62,BR,broken clouds,2021-08-01 22:02:05
337,Labuhan,-6.8844,112.2051,76.37,78,11,9.8,ID,few clouds,2021-08-01 22:02:05
338,Galdar,28.147,-15.6502,72.36,79,41,19.04,ES,scattered clouds,2021-08-01 22:02:05
339,Mount Pleasant,32.7941,-79.8626,95.0,73,1,1.99,US,clear sky,2021-08-01 21:58:03
340,Prince George,53.9166,-122.753,76.44,57,1,5.75,CA,haze,2021-08-01 21:59:50
341,Tiznit,29.5833,-9.5,70.2,54,0,3.42,MA,clear sky,2021-08-01 22:02:06
342,Santa Vitoria Do Palmar,-33.5189,-53.3681,50.4,91,35,5.7,BR,scattered clouds,2021-08-01 22:02:06
343,Matay,28.419,30.7792,88.97,23,0,11.18,EG,clear sky,2021-08-01 22:02:07
344,Port Lincoln,-34.7333,135.8667,52.34,50,19,25.59,AU,few clouds,2021-08-01 22:02:07
345,Bang Saphan,11.2126,99.5117,79.43,83,100,9.51,TH,overcast clouds,2021-08-01 22:02:07
346,Lengshuijiang,27.6881,111.4294,79.02,69,0,2.13,CN,clear sky,2021-08-01 22:02:08
347,Grand-Lahou,5.1367,-5.0242,74.93,91,4,5.93,CI,clear sky,2021-08-01 22:02:08
348,Chuy,-33.6971,-53.4616,49.62,93,23,5.77,UY,few clouds,2021-08-01 21:56:16
349,Saint-Augustin,51.226,-58.6502,62.89,71,88,18.16,CA,overcast clouds,2021-08-01 22:01:00
350,Sarangani,5.4033,125.4636,83.19,75,95,12.37,PH,moderate rain,2021-08-01 22:02:09
351,Ullapool,57.8987,-5.1604,54.75,86,40,2.08,GB,scattered clouds,2021-08-01 22:02:09
352,Provideniya,64.3833,-173.3,42.91,75,90,20.13,RU,light rain,2021-08-01 22:02:10
353,Puerto Madryn,-42.7692,-65.0385,60.49,35,24,13.09,AR,few clouds,2021-08-01 22:02:10
354,Huangmei,30.1924,116.025,79.52,83,1,3.67,CN,light rain,2021-08-01 22:02:10
355,Fortuna,40.5982,-124.1573,86.41,69,20,3.0,US,few clouds,2021-08-01 21:59:47
356,Amapa,1.0,-52.0,72.52,96,8,3.36,BR,clear sky,2021-08-01 21:57:58
357,Matagami,49.7502,-77.6328,64.51,55,40,13.8,CA,scattered clouds,2021-08-01 21:57:20
358,Lagoa,39.05,-27.9833,72.12,95,43,16.15,PT,scattered clouds,2021-08-01 22:02:11
359,Warburton,31.55,73.8333,90.91,54,53,5.84,PK,broken clouds,2021-08-01 22:02:12
360,Pisco,-13.7,-76.2167,64.02,83,6,5.59,PE,clear sky,2021-08-01 22:02:12
361,Camacha,33.0833,-16.3333,68.76,78,20,13.8,PT,few clouds,2021-08-01 21:57:34
362,Walvis Bay,-22.9575,14.5053,72.55,17,0,13.8,NA,clear sky,2021-08-01 21:57:28
363,Yining,29.0361,114.5636,76.66,91,0,0.76,CN,clear sky,2021-08-01 21:58:57
364,Havoysund,70.9963,24.6622,45.48,80,100,9.62,NO,light rain,2021-08-01 22:02:13
365,Tezu,27.9167,96.1667,75.13,90,27,3.38,IN,scattered clouds,2021-08-01 22:02:13
366,Plainview,40.7765,-73.4673,75.79,63,45,1.01,US,scattered clouds,2021-08-01 21:57:39
367,Solwezi,-12.1688,26.3894,58.35,54,40,3.6,ZM,scattered clouds,2021-08-01 22:01:11
368,Itaituba,-4.2761,-55.9836,82.69,56,95,1.92,BR,overcast clouds,2021-08-01 22:00:49
369,Ouallam,14.3188,2.0866,87.53,51,49,16.08,NE,scattered clouds,2021-08-01 22:02:14
370,Puerto Baquerizo Moreno,-0.9,-89.6,71.83,83,82,13.58,EC,broken clouds,2021-08-01 22:00:14
371,Galle,6.0367,80.217,78.64,87,100,10.33,LK,overcast clouds,2021-08-01 22:02:14
372,Flin Flon,54.7682,-101.865,88.3,20,0,7.27,CA,clear sky,2021-08-01 22:02:14
373,Rincon,32.296,-81.2354,95.45,55,40,8.05,US,thunderstorm,2021-08-01 21:59:21
374,Bolshaya Dzhalga,45.9695,42.6966,79.41,36,0,7.67,RU,clear sky,2021-08-01 22:02:15
375,Misratah,32.3754,15.0925,85.6,53,0,8.01,LY,clear sky,2021-08-01 22:02:15
376,Da Nang,16.0678,108.2208,87.78,58,40,0.0,VN,light rain,2021-08-01 22:02:16
377,Madinat Sittah Uktubar,29.8167,31.05,89.2,36,0,8.63,EG,clear sky,2021-08-01 22:02:16
378,Saint Anthony,45.0205,-93.218,80.94,38,75,4.0,US,broken clouds,2021-08-01 21:59:39
379,Casper,42.8666,-106.3131,83.8,27,100,8.01,US,overcast clouds,2021-08-01 21:58:00
380,Koumac,-20.5667,164.2833,68.59,53,3,9.17,NC,clear sky,2021-08-01 22:02:17
381,Saint-Leu,-21.15,55.2833,67.03,66,22,1.28,RE,few clouds,2021-08-01 22:02:17
382,Abha,18.2164,42.5053,64.65,70,97,3.09,SA,overcast clouds,2021-08-01 22:02:17
383,Mayo,38.8876,-76.5119,82.65,90,90,8.01,US,overcast clouds,2021-08-01 21:58:40
384,Taksimo,56.3444,114.8794,54.27,96,100,2.66,RU,light rain,2021-08-01 22:02:18
385,Sao Miguel Do Araguaia,-13.275,-50.1628,82.26,30,4,4.45,BR,clear sky,2021-08-01 21:58:10
386,Plettenberg Bay,-34.0527,23.3716,59.54,75,72,9.69,ZA,broken clouds,2021-08-01 22:02:18
387,Yola,9.2,12.4833,73.71,90,99,3.22,NG,light rain,2021-08-01 22:02:18
388,Gillette,44.2911,-105.5022,86.92,25,1,1.01,US,haze,2021-08-01 22:02:19
389,Butembo,0.15,29.2833,57.69,80,100,2.53,CD,overcast clouds,2021-08-01 22:02:19
390,Nikolayevsk-Na-Amure,53.1406,140.73,59.76,72,100,2.19,RU,overcast clouds,2021-08-01 22:02:19
391,Krivosheino,57.3431,83.9261,50.27,94,15,2.35,RU,few clouds,2021-08-01 22:02:20
392,Hwange,-18.3693,26.5019,61.5,51,0,2.08,ZW,clear sky,2021-08-01 22:02:20
393,Bjelovar,45.8986,16.8489,67.69,95,47,7.99,HR,light rain,2021-08-01 22:02:20
394,Ayagoz,47.9714,80.4392,62.28,40,0,2.77,KZ,clear sky,2021-08-01 22:02:21
395,Katangli,51.7102,143.2326,54.95,85,100,7.43,RU,overcast clouds,2021-08-01 22:02:21
396,Sechelt,49.4664,-123.7694,83.28,62,100,4.65,CA,overcast clouds,2021-08-01 22:02:21
397,Korla,41.7597,86.1469,75.42,18,100,6.49,CN,overcast clouds,2021-08-01 22:02:22
398,Kieta,-6.2167,155.6333,80.53,79,9,2.26,PG,clear sky,2021-08-01 21:58:51
399,Mehamn,71.0357,27.8492,44.96,95,100,19.57,NO,overcast clouds,2021-08-01 22:02:22
400,Loyga,61.0784,44.6075,58.66,98,100,5.7,RU,moderate rain,2021-08-01 22:02:23
401,Palmeirais,-5.9778,-43.0633,88.54,29,98,10.11,BR,overcast clouds,2021-08-01 22:02:23
402,Brownsville,25.9018,-97.4975,95.11,62,33,7.0,US,scattered clouds,2021-08-01 22:00:10
403,Yar-Sale,66.8333,70.8333,54.68,96,100,16.93,RU,light rain,2021-08-01 21:58:32
404,Mandera,3.9366,41.867,77.77,62,90,22.19,KE,overcast clouds,2021-08-01 22:02:23
405,Semey,50.4111,80.2275,61.02,55,0,8.95,KZ,clear sky,2021-08-01 22:02:24
406,Comodoro Rivadavia,-45.8667,-67.5,66.06,19,0,18.41,AR,clear sky,2021-08-01 22:02:24
407,Cosoveni,44.25,23.9333,84.02,45,0,8.05,RO,clear sky,2021-08-01 22:02:24
408,Cartagena,10.3997,-75.5144,84.83,73,68,10.96,CO,broken clouds,2021-08-01 22:00:16
409,Severobaykalsk,55.65,109.3167,51.57,78,59,1.23,RU,broken clouds,2021-08-01 22:02:25
410,Ulaangom,49.9811,92.0667,56.62,59,91,2.48,MN,overcast clouds,2021-08-01 22:02:25
411,Sambava,-14.2667,50.1667,68.18,88,96,8.48,MG,overcast clouds,2021-08-01 22:02:26
412,Lasa,46.6166,10.7002,54.36,95,83,6.76,IT,broken clouds,2021-08-01 22:02:26
413,Vao,-22.6667,167.4833,66.47,58,59,9.46,NC,broken clouds,2021-08-01 21:58:29
414,Doctor Juan Leon Mallorquin,-25.4,-55.2667,59.72,56,68,1.14,PY,broken clouds,2021-08-01 22:02:27
415,Namatanai,-3.6667,152.4333,80.94,79,12,6.13,PG,few clouds,2021-08-01 22:02:27
416,Kloulklubed,7.0419,134.2556,83.64,77,100,13.35,PW,overcast clouds,2021-08-01 21:58:28
417,Alexandria,31.2156,29.9553,81.03,79,0,8.16,EG,clear sky,2021-08-01 22:02:27
418,Kalmunai,7.4167,81.8167,80.47,74,100,3.09,LK,overcast clouds,2021-08-01 22:02:28
419,Kysyl-Syr,63.8986,122.7617,67.64,64,94,4.38,RU,overcast clouds,2021-08-01 22:02:28
420,Sur,22.5667,59.5289,89.64,55,100,14.16,OM,overcast clouds,2021-08-01 21:58:44
421,Palauig,15.435,119.9045,81.39,88,100,13.2,PH,light rain,2021-08-01 22:02:28
422,Luangwa,-15.6167,30.4167,60.62,73,0,2.44,ZM,clear sky,2021-08-01 22:02:29
423,Sorland,67.667,12.6934,49.14,72,95,12.93,NO,overcast clouds,2021-08-01 22:02:29
424,Pathein,16.7833,94.7333,77.13,92,100,6.73,MM,overcast clouds,2021-08-01 22:02:30
425,Sao Filipe,14.8961,-24.4956,76.01,76,10,6.38,CV,clear sky,2021-08-01 22:02:30
426,Muyezerskiy,63.9333,31.65,56.16,97,98,6.58,RU,overcast clouds,2021-08-01 22:02:30
427,Cardoso,-20.0819,-49.9142,72.34,40,11,1.9,BR,few clouds,2021-08-01 22:02:31
428,Govindgarh,27.5,76.9833,81.79,83,100,4.7,IN,overcast clouds,2021-08-01 22:02:31
429,Sligo,54.2697,-8.4694,51.69,84,41,3.83,IE,scattered clouds,2021-08-01 22:02:31
430,Bud,39.447,-86.1758,80.55,56,10,11.1,US,clear sky,2021-08-01 22:02:31
431,Astoria,46.1879,-123.8313,68.47,79,90,4.0,US,overcast clouds,2021-08-01 21:57:37
432,Treinta Y Tres,-33.2333,-54.3833,49.24,82,0,4.68,UY,clear sky,2021-08-01 22:02:32
433,Chegdomyn,51.1167,133.0167,65.35,78,100,1.01,RU,light rain,2021-08-01 22:02:32
434,Panjab,34.388,67.0233,53.49,43,0,5.48,AF,clear sky,2021-08-01 22:02:33
435,Bireun,5.203,96.7009,78.85,72,100,4.41,ID,overcast clouds,2021-08-01 22:02:33
436,Iquitos,-3.7481,-73.2472,77.61,68,81,1.32,PE,broken clouds,2021-08-01 22:02:34
437,Padang,-0.9492,100.3543,74.71,91,98,5.73,ID,overcast clouds,2021-08-01 21:59:35
438,Ketchikan,55.3422,-131.6461,68.43,69,99,3.91,US,overcast clouds,2021-08-01 21:57:47
439,Phalaborwa,-23.943,31.1411,63.68,29,0,6.06,ZA,clear sky,2021-08-01 21:58:15
440,Dubbo,-32.25,148.6167,39.33,100,0,10.36,AU,clear sky,2021-08-01 22:02:34
441,Komsomolets,53.7453,62.0708,66.47,69,97,5.37,KZ,overcast clouds,2021-08-01 22:02:35
442,Riyadh,24.6877,46.7219,96.94,10,4,6.91,SA,clear sky,2021-08-01 21:58:33
443,Bhabua,25.05,83.6167,78.96,80,81,6.4,IN,broken clouds,2021-08-01 22:02:35
444,Huarmey,-10.0681,-78.1522,68.0,74,11,9.55,PE,few clouds,2021-08-01 22:02:35
445,Oum Hadjer,13.2954,19.6966,77.7,71,100,6.2,TD,overcast clouds,2021-08-01 22:02:36
446,Pacifica,37.6138,-122.4869,90.73,72,27,5.99,US,scattered clouds,2021-08-01 22:00:46
447,Petropavlovsk-Kamchatskiy,53.0452,158.6483,57.79,82,0,6.71,RU,clear sky,2021-08-01 22:02:36
448,Gurupi,-11.7292,-49.0686,81.1,33,6,5.97,BR,clear sky,2021-08-01 22:02:36
449,Biak,-0.9131,122.8766,74.79,85,26,5.97,ID,scattered clouds,2021-08-01 22:02:02
450,Bumba,2.1833,22.4667,70.2,91,100,2.37,CD,overcast clouds,2021-08-01 22:02:37
451,Arlit,18.7369,7.3853,97.68,23,43,5.57,NE,scattered clouds,2021-08-01 21:58:38
452,Wynyard,-41.0,145.7167,44.01,87,78,5.12,AU,broken clouds,2021-08-01 22:02:37
453,Port-Gentil,-0.7193,8.7815,76.53,80,100,13.35,GA,overcast clouds,2021-08-01 22:00:39
454,Kodiak,57.79,-152.4072,57.72,88,93,5.17,US,overcast clouds,2021-08-01 22:02:38
455,Borovskoy,53.8,64.15,65.82,75,79,7.11,KZ,broken clouds,2021-08-01 22:02:38
456,Ocnita,44.9833,25.55,82.0,46,1,4.85,RO,clear sky,2021-08-01 22:02:39
457,Chhachhrauli,30.25,77.3667,80.38,82,30,2.35,IN,scattered clouds,2021-08-01 22:02:39
458,Akdepe,42.0551,59.3788,75.2,28,0,10.07,TM,clear sky,2021-08-01 22:02:39
459,Alwaye,10.1167,76.35,76.95,94,40,2.3,IN,mist,2021-08-01 22:02:40
460,Coos Bay,43.3665,-124.2179,99.86,100,35,1.01,US,scattered clouds,2021-08-01 22:02:40
461,Ucluelet,48.9329,-125.5528,93.04,77,17,3.0,CA,few clouds,2021-08-01 22:01:07
462,Mabay,6.0577,124.4666,78.39,87,97,3.15,PH,overcast clouds,2021-08-01 22:02:41
463,Alice Springs,-23.7,133.8833,53.15,66,80,9.22,AU,broken clouds,2021-08-01 22:02:41
464,Bandarbeyla,9.4942,50.8122,82.24,62,14,25.59,SO,few clouds,2021-08-01 21:59:44
465,Sakaiminato,35.55,133.2333,78.73,73,100,6.64,JP,overcast clouds,2021-08-01 22:02:41
466,Port Hedland,-20.3167,118.5667,60.85,41,0,11.5,AU,clear sky,2021-08-01 21:58:51
467,Bull Savanna,17.8868,-77.5902,83.46,69,29,17.52,JM,scattered clouds,2021-08-01 22:02:42
468,Coquimbo,-29.9533,-71.3436,58.73,82,0,11.5,CL,clear sky,2021-08-01 21:58:48
469,Miles City,46.4083,-105.8406,99.52,13,5,7.78,US,clear sky,2021-08-01 22:02:03
470,Esperance,-33.8667,121.9,53.24,64,56,23.02,AU,broken clouds,2021-08-01 22:02:42
471,Salta,-24.7859,-65.4117,60.58,35,41,1.01,AR,scattered clouds,2021-08-01 22:02:43
472,Metro,-5.1131,105.3067,72.72,93,18,2.01,ID,few clouds,2021-08-01 22:02:43
473,Ushumun,52.7833,126.5333,52.07,95,59,5.28,RU,broken clouds,2021-08-01 22:02:43
474,Samarai,-10.6167,150.6667,77.09,65,88,6.93,PG,overcast clouds,2021-08-01 21:59:21
475,Camana,-16.6228,-72.7111,64.83,78,31,8.84,PE,scattered clouds,2021-08-01 22:02:44
476,Gorontalo,0.5412,123.0595,74.07,94,66,1.66,ID,broken clouds,2021-08-01 22:02:44
477,Henties Bay,-22.116,14.2845,65.57,43,0,5.5,NA,clear sky,2021-08-01 22:00:13
478,Hovd,48.0056,91.6419,53.94,64,4,2.26,MN,clear sky,2021-08-01 22:02:45
479,Khani,41.9563,42.9566,62.17,96,89,2.08,GE,overcast clouds,2021-08-01 22:02:45
480,Valley City,46.9233,-98.0032,83.39,34,1,9.22,US,haze,2021-08-01 22:02:45
481,Christchurch,-43.5333,172.6333,54.0,83,75,8.99,NZ,broken clouds,2021-08-01 21:58:36
482,Sept-Iles,50.2001,-66.3821,65.05,70,92,3.0,CA,overcast clouds,2021-08-01 22:02:46
483,Yartsevo,55.0667,32.6964,63.09,76,100,1.95,RU,light rain,2021-08-01 22:02:46
484,La Ronge,55.1001,-105.2842,80.56,31,14,3.87,CA,few clouds,2021-08-01 22:02:47
485,Kyzyl,51.7,94.45,53.89,78,99,5.82,RU,overcast clouds,2021-08-01 22:02:47
486,Rajaldesar,28.0333,74.4667,81.34,79,94,15.79,IN,overcast clouds,2021-08-01 22:02:47
487,Avera,33.194,-82.5271,95.72,37,51,13.51,US,broken clouds,2021-08-01 22:02:48
488,Sangin,32.0728,64.8359,82.17,14,0,0.54,AF,clear sky,2021-08-01 22:02:48
489,Poya,-21.35,165.15,68.88,51,13,5.73,NC,few clouds,2021-08-01 22:02:48
490,Saint-Joseph,-21.3667,55.6167,66.56,74,37,9.13,RE,scattered clouds,2021-08-01 22:02:48
491,Abu Dhabi,24.4667,54.3667,91.63,66,5,8.39,AE,clear sky,2021-08-01 22:02:49
492,Homer,59.6425,-151.5483,73.08,59,41,3.22,US,scattered clouds,2021-08-01 21:58:32
493,Hirara,24.8,125.2833,79.07,94,75,11.5,JP,moderate rain,2021-08-01 22:02:49
494,Chumikan,54.7183,135.315,55.96,75,100,4.03,RU,overcast clouds,2021-08-01 22:02:50
495,Thinadhoo,0.5333,72.9333,81.68,72,98,5.03,MV,overcast clouds,2021-08-01 22:02:50
496,Rapid Valley,44.0625,-103.1463,89.85,22,1,5.99,US,smoke,2021-08-01 22:00:47
497,Kuching,1.55,110.3333,75.42,94,20,0.0,MY,mist,2021-08-01 22:02:50
498,Carutapera,-1.195,-46.02,75.06,88,76,2.21,BR,broken clouds,2021-08-01 21:59:39
499,Te Anau,-45.4167,167.7167,44.2,90,99,1.95,NZ,moderate rain,2021-08-01 21:59:50
500,Luganville,-15.5333,167.1667,74.21,57,47,7.85,VU,scattered clouds,2021-08-01 22:02:51
501,Sobolevo,54.4299,31.8996,65.39,76,100,5.17,RU,light rain,2021-08-01 22:02:51
502,Jiuquan,39.7432,98.5174,64.69,55,100,8.9,CN,overcast clouds,2021-08-01 22:02:52
503,Tabou,4.423,-7.3528,76.6,80,87,6.78,CI,overcast clouds,2021-08-01 22:02:52
504,Rosetta,31.4044,30.4164,79.7,81,0,7.67,EG,clear sky,2021-08-01 22:02:52
505,Pittsfield,42.4501,-73.2454,74.25,81,72,1.99,US,broken clouds,2021-08-01 21:58:01
506,Poum,-20.2333,164.0167,68.9,57,2,13.31,NC,clear sky,2021-08-01 22:02:53
507,Boyuibe,-20.4167,-63.2833,59.79,32,73,3.0,BO,broken clouds,2021-08-01 22:02:53
508,Oriximina,-1.7656,-55.8661,81.43,65,71,3.13,BR,broken clouds,2021-08-01 22:02:54
509,Moron,-34.6534,-58.6198,55.98,68,0,2.55,AR,clear sky,2021-08-01 22:02:54
510,Biabou,13.2,-61.1333,81.68,76,9,9.42,VC,clear sky,2021-08-01 22:02:54
511,Kardailovo,51.5386,53.9042,75.43,41,15,4.47,RU,few clouds,2021-08-01 22:02:55
512,Gweta,-20.1833,25.2333,60.35,37,0,8.61,BW,clear sky,2021-08-01 22:02:55
513,Puerto Escondido,15.85,-97.0667,86.68,68,68,5.7,MX,broken clouds,2021-08-01 21:58:54
514,Elliot Lake,46.3834,-82.6331,69.89,62,78,6.11,CA,broken clouds,2021-08-01 22:02:56
